course_detail,frame,fukusho,futan,gap,horse,horse_num,jockey,odds,pop,race_category,race_condition,race_date,race_name,race_num,rank,run_count,sexage,stable,tansho,time,weight
芝1400m (左),8,600,53.0,,シンボリティアラ,17,岩田,22.6,7,4回東京9日目 ３歳上 ,天気：晴 / 馬場：良 / 発走：13:20,2018/10/28(日),３歳上５００万下,7,1,18.0,牝3,(美浦)菊川,2260,1:21.4,462(+2)
芝1400m (左),4,230,57.0,ハナ,グラドゥアーレ,8,Ｃオドノヒ,6.3,3,4回東京9日目 ３歳上 ,天気：晴 / 馬場：良 / 発走：13:20,2018/10/28(日),３歳上５００万下,7,2,18.0,牡4,(美浦)小西,0,1:21.4,480(+8)
芝1400m (左),6,260,53.0,1.1/4,ライレローズ,12,モレイラ,5.5,2,4回東京9日目 ３歳上 ,天気：晴 / 馬場：良 / 発走：13:20,2018/10/28(日),３歳上５００万下,7,3,18.0,牝3,(美浦)古賀慎,0,1:21.6,438(+10)
芝1400m (左),5,0,55.0,アタマ,バルトフォンテン,10,松岡,25.0,8,4回東京9日目 ３歳上 ,天気：晴 / 馬場：良 / 発走：13:20,2018/10/28(日),３歳上５００万下,7,4,18.0,牡3,(美浦)高橋裕,0,1:21.6,498(0)
芝1400m (左),7,0,57.0,クビ,キングリッド,15,ルメール,2.0,1,4回東京9日目 ３歳上 ,天気：晴 / 馬場：良 / 発走：13:20,2018/10/28(日),３歳上５００万下,7,5,18.0,牡4,(美浦)池上,0,1:21.6,446(0)
芝1400m (左),2,0,55.0,クビ,ルックアットミー,3,田辺,55.8,12,4回東京9日目 ３歳上 ,天気：晴 / 馬場：良 / 発走：13:20,2018/10/28(日),３歳上５００万下,7,6,18.0,牝4,(美浦)高橋博,0,1:21.7,472(-12)
芝1400m (左),5,0,55.0,3/4,ニシノジャガーズ,9,和田,48.7,10,4回東京9日目 ３歳上 ,天気：晴 / 馬場：良 / 発走：13:20,2018/10/28(日),３歳上５００万下,7,7,18.0,牡3,(美浦)萱野,0,1:21.8,476(-2)
芝1400m (左),3,0,55.0,1.1/2,ネオヴィットーリア,5,柴田善,144.2,13,4回東京9日目 ３歳上 ,天気：晴 / 馬場：良 / 発走：13:20,2018/10/28(日),３歳上５００万下,7,8,18.0,牝4,(美浦)古賀史,0,1:22.0,462(+2)
芝1400m (左),1,0,53.0,クビ,マイティーワークス,2,柴田大,10.1,4,4回東京9日目 ３歳上 ,天気：晴 / 馬場：良 / 発走：13:20,2018/10/28(日),３歳上５００万下,7,9,18.0,牝3,(美浦)菊川,0,1:22.1,470(+8)
芝1400m (左),1,0,53.0,ハナ,カトルラポール,1,△横山武,51.5,11,4回東京9日目 ３歳上 ,天気：晴 / 馬場：良 / 発走：13:20,2018/10/28(日),３歳上５００万下,7,10,18.0,牝5,(美浦)浅野,0,1:22.1,480(-2)
芝1400m (左),8,0,53.0,クビ,グッドジュエリー,18,武豊,15.0,5,4回東京9日目 ３歳上 ,天気：晴 / 馬場：良 / 発走：13:20,2018/10/28(日),３歳上５００万下,7,11,18.0,牝3,(美浦)堀井,0,1:22.1,448(-6)
芝1400m (左),2,0,55.0,1/2,カレン,4,武士沢,334.5,17,4回東京9日目 ３歳上 ,天気：晴 / 馬場：良 / 発走：13:20,2018/10/28(日),３歳上５００万下,7,12,18.0,牝4,(美浦)伊藤正,0,1:22.2,478(0)
芝1400m (左),6,0,54.0,クビ,ピオレドール,11,☆武藤,378.5,18,4回東京9日目 ３歳上 ,天気：晴 / 馬場：良 / 発走：13:20,2018/10/28(日),３歳上５００万下,7,13,18.0,牡3,(美浦)小笠,0,1:22.2,464(+4)
芝1400m (左),8,0,57.0,1.1/4,サンタナブルー,16,北村友,211.6,15,4回東京9日目 ３歳上 ,天気：晴 / 馬場：良 / 発走：13:20,2018/10/28(日),３歳上５００万下,7,14,18.0,牡6,(美浦)和田雄,0,1:22.4,468(+2)
芝1400m (左),3,0,53.0,2,モデレイト,6,横山典,33.4,9,4回東京9日目 ３歳上 ,天気：晴 / 馬場：良 / 発走：13:20,2018/10/28(日),３歳上５００万下,7,15,18.0,牝3,(美浦)和田郎,0,1:22.7,458(+2)
