course_detail,frame,fukusho,futan,gap,horse,horse_num,jockey,odds,pop,race_category,race_condition,race_date,race_name,race_num,rank,run_count,sexage,stable,tansho,time,weight
芝1800m (右),1,100,54.0,,コントラチェック,1,ルメール,1.1,1,1回札幌1日目 ２歳 ,天気：晴 / 馬場：良 / 発走：09:55,2018/07/28(土),２歳未勝利,1,1,6.0,牝2,(美浦)藤沢和,110,1:50.1,458(+4)
芝1800m (右),6,130,54.0,7,ブラックウォーリア,6,岩田,7.6,2,1回札幌1日目 ２歳 ,天気：晴 / 馬場：良 / 発走：09:55,2018/07/28(土),２歳未勝利,1,2,6.0,牡2,(栗東)西村,0,1:51.3,488(+6)
芝1800m (右),3,0,54.0,1/2,テングレート,3,丸山,8.3,3,1回札幌1日目 ２歳 ,天気：晴 / 馬場：良 / 発走：09:55,2018/07/28(土),２歳未勝利,1,3,6.0,牡2,(美浦)金成,0,1:51.4,480(-6)
芝1800m (右),4,0,54.0,5,イチザテイオー,4,松岡,46.7,5,1回札幌1日目 ２歳 ,天気：晴 / 馬場：良 / 発走：09:55,2018/07/28(土),２歳未勝利,1,4,6.0,牡2,(栗東)西橋,0,1:52.3,460(-8)
芝1800m (右),5,0,52.0,7,トーセンイマジン,5,△横山武,39.8,4,1回札幌1日目 ２歳 ,天気：晴 / 馬場：良 / 発走：09:55,2018/07/28(土),２歳未勝利,1,5,6.0,牡2,(美浦)土田,0,1:53.5,470(-8)
芝1800m (右),2,0,54.0,3,ロングファイナリー,2,古川,50.8,6,1回札幌1日目 ２歳 ,天気：晴 / 馬場：良 / 発走：09:55,2018/07/28(土),２歳未勝利,1,6,6.0,牡2,(栗東)高橋亮,0,1:54.0,468(-12)
ダ1000m (右),3,110,54.0,,タイセイパルフェ,3,モレイラ,2.1,1,1回札幌1日目 ３歳 ,天気：晴 / 馬場：良 / 発走：10:20,2018/07/28(土),３歳未勝利,2,1,12.0,牝3,(美浦)池上,210,0:59.9,456(-6)
ダ1000m (右),6,110,54.0,クビ,アップティルナウ,7,岩田,3.6,2,1回札幌1日目 ３歳 ,天気：晴 / 馬場：良 / 発走：10:20,2018/07/28(土),３歳未勝利,2,2,12.0,牝3,(栗東)牧浦,0,0:59.9,470(0)
ダ1000m (右),5,770,54.0,3/4,イナンナ,5,長岡,113.9,10,1回札幌1日目 ３歳 ,天気：晴 / 馬場：良 / 発走：10:20,2018/07/28(土),３歳未勝利,2,3,12.0,牝3,(美浦)竹内,0,1:00.0,462(+14)
ダ1000m (右),7,0,52.0,ハナ,ノーブルキッス,10,△横山武,29.4,7,1回札幌1日目 ３歳 ,天気：晴 / 馬場：良 / 発走：10:20,2018/07/28(土),３歳未勝利,2,4,12.0,牝3,(栗東)牧浦,0,1:00.0,408(-4)
ダ1000m (右),6,0,54.0,1/2,ダノンチェリー,8,小崎,9.9,4,1回札幌1日目 ３歳 ,天気：晴 / 馬場：良 / 発走：10:20,2018/07/28(土),３歳未勝利,2,5,12.0,牝3,(栗東)池江,0,1:00.1,458(-10)
