course_detail,frame,fukusho,futan,gap,horse,horse_num,jockey,odds,pop,race_category,race_condition,race_date,race_name,race_num,rank,run_count,sexage,stable,tansho,time,weight
芝2000m (右),8,130,57.0,,トリオンフ,11,武豊,3.3,1,2回小倉4日目 ３歳上 サラ３歳上オープン,天気：晴 / 馬場：良 / 発走：15:35,2018/08/05(日),小倉記念 ,11,1,12.0,セ4,(栗東)須貝,330,1:56.9,532(+2)
芝2000m (右),7,170,57.0,3,サトノクロニクル,10,Ｍデムーロ,4.3,2,2回小倉4日目 ３歳上 サラ３歳上オープン,天気：晴 / 馬場：良 / 発走：15:35,2018/08/05(日),小倉記念 ,11,2,12.0,牡4,(栗東)池江,0,1:57.4,462(+4)
芝2000m (右),6,250,54.0,クビ,○地マウントゴールド,7,浜中,9.8,5,2回小倉4日目 ３歳上 サラ３歳上オープン,天気：晴 / 馬場：良 / 発走：15:35,2018/08/05(日),小倉記念 ,11,3,12.0,牡5,(栗東)池江,0,1:57.4,452(+10)
芝2000m (右),2,0,51.0,1.1/4,○地レイホーロマンス,2,北村友,23.9,8,2回小倉4日目 ３歳上 サラ３歳上オープン,天気：晴 / 馬場：良 / 発走：15:35,2018/08/05(日),小倉記念 ,11,4,12.0,牝5,(栗東)橋田,0,1:57.6,426(+6)
芝2000m (右),3,0,54.0,クビ,○外ストーンウェア,3,蛯名,12.6,6,2回小倉4日目 ３歳上 サラ３歳上オープン,天気：晴 / 馬場：良 / 発走：15:35,2018/08/05(日),小倉記念 ,11,5,12.0,牡6,(栗東)吉田,0,1:57.6,464(-6)
芝2000m (右),7,0,51.0,1/2,エーティーサンダー,9,荻野極,155.3,12,2回小倉4日目 ３歳上 サラ３歳上オープン,天気：晴 / 馬場：良 / 発走：15:35,2018/08/05(日),小倉記念 ,11,6,12.0,牡5,(栗東)湯窪,0,1:57.7,526(+2)
芝2000m (右),8,0,56.0,クビ,サンマルティン,12,池添,4.9,3,2回小倉4日目 ３歳上 サラ３歳上オープン,天気：晴 / 馬場：良 / 発走：15:35,2018/08/05(日),小倉記念 ,11,7,12.0,セ6,(美浦)国枝,0,1:57.7,502(0)
芝2000m (右),1,0,55.0,クビ,キョウヘイ,1,高倉,30.3,9,2回小倉4日目 ３歳上 サラ３歳上オープン,天気：晴 / 馬場：良 / 発走：15:35,2018/08/05(日),小倉記念 ,11,8,12.0,牡4,(栗東)宮本,0,1:57.8,438(+2)
芝2000m (右),5,0,54.0,1.1/2,キンショーユキヒメ,5,秋山,43.7,10,2回小倉4日目 ３歳上 サラ３歳上オープン,天気：晴 / 馬場：良 / 発走：15:35,2018/08/05(日),小倉記念 ,11,9,12.0,牝5,(栗東)中村,0,1:58.0,508(+4)
芝2000m (右),5,0,56.0,1.1/4,マイネルサージュ,6,和田,21.3,7,2回小倉4日目 ３歳上 サラ３歳上オープン,天気：晴 / 馬場：良 / 発走：15:35,2018/08/05(日),小倉記念 ,11,10,12.0,牡6,(美浦)鹿戸,0,1:58.2,506(0)
芝2000m (右),6,0,56.0,1.1/2,メドウラーク,8,丸田,59.7,11,2回小倉4日目 ３歳上 サラ３歳上オープン,天気：晴 / 馬場：良 / 発走：15:35,2018/08/05(日),小倉記念 ,11,11,12.0,牡7,(栗東)橋田,0,1:58.4,508(+2)
芝2000m (右),4,0,57.0,大,○外ストロングタイタン,4,アヴドゥラ,5.7,4,2回小倉4日目 ３歳上 サラ３歳上オープン,天気：晴 / 馬場：良 / 発走：15:35,2018/08/05(日),小倉記念 ,11,12,12.0,牡5,(栗東)池江,0,2:05.2,516(-6)
芝1200m (右),8,130,57.0,,ジョイフル,14,Ｍデムーロ,2.4,1,2回小倉4日目 ３歳上 サラ３歳上５００万下,天気：晴 / 馬場：良 / 発走：16:15,2018/08/05(日),筑紫特別,12,1,14.0,牡4,(栗東)吉村,240,1:07.4,504(-6)
芝1200m (右),4,130,57.0,1/2,タイセイブレーク,6,池添,3.2,2,2回小倉4日目 ３歳上 サラ３歳上５００万下,天気：晴 / 馬場：良 / 発走：16:15,2018/08/05(日),筑紫特別,12,2,14.0,セ4,(栗東)浜田,0,1:07.5,488(-2)
芝1200m (右),2,360,55.0,3/4,○地マンボスカイ,2,北村友,25.8,8,2回小倉4日目 ３歳上 サラ３歳上５００万下,天気：晴 / 馬場：良 / 発走：16:15,2018/08/05(日),筑紫特別,12,3,14.0,牝4,(栗東)斉藤崇,0,1:07.6,502(+2)
芝1200m (右),5,0,57.0,1.3/4,メイショウソウビ,7,小林,17.4,6,2回小倉4日目 ３歳上 サラ３歳上５００万下,天気：晴 / 馬場：良 / 発走：16:15,2018/08/05(日),筑紫特別,12,4,14.0,セ4,(栗東)飯田祐,0,1:07.9,466(+6)
芝1200m (右),7,0,55.0,3/4,メイショウラバンド,11,高倉,82.4,13,2回小倉4日目 ３歳上 サラ３歳上５００万下,天気：晴 / 馬場：良 / 発走：16:15,2018/08/05(日),筑紫特別,12,5,14.0,牝7,(栗東)石橋,0,1:08.0,460(-6)
芝1200m (右),3,0,55.0,1/2,フェアラフィネ,4,蛯名,11.3,4,2回小倉4日目 ３歳上 サラ３歳上５００万下,天気：晴 / 馬場：良 / 発走：16:15,2018/08/05(日),筑紫特別,12,6,14.0,牝6,(栗東)森田,0,1:08.1,466(-2)
芝1200m (右),3,0,57.0,ハナ,サイモンゼーレ,3,川又,6.7,3,2回小倉4日目 ３歳上 サラ３歳上５００万下,天気：晴 / 馬場：良 / 発走：16:15,2018/08/05(日),筑紫特別,12,7,14.0,牡5,(栗東)梅田,0,1:08.1,472(+2)
芝1200m (右),6,0,54.0,1/2,タガノタイト,10,鮫島駿,46.0,10,2回小倉4日目 ３歳上 サラ３歳上５００万下,天気：晴 / 馬場：良 / 発走：16:15,2018/08/05(日),筑紫特別,12,8,14.0,牡3,(栗東)川村,0,1:08.2,464(+2)
芝1200m (右),4,0,57.0,1/2,テイエムイキオイ,5,荻野極,15.9,5,2回小倉4日目 ３歳上 サラ３歳上５００万下,天気：晴 / 馬場：良 / 発走：16:15,2018/08/05(日),筑紫特別,12,9,14.0,牡4,(栗東)山内,0,1:08.3,468(+2)
芝1200m (右),6,0,57.0,1.1/2,ラニカイサンデー,9,浜中,35.2,9,2回小倉4日目 ３歳上 サラ３歳上５００万下,天気：晴 / 馬場：良 / 発走：16:15,2018/08/05(日),筑紫特別,12,10,14.0,牡4,(栗東)池添兼,0,1:08.5,454(0)
芝1200m (右),7,0,54.0,3/4,ブラウハーツ,12,松山,74.0,12,2回小倉4日目 ３歳上 サラ３歳上５００万下,天気：晴 / 馬場：良 / 発走：16:15,2018/08/05(日),筑紫特別,12,11,14.0,牡3,(栗東)鈴木孝,0,1:08.6,438(-4)
芝1200m (右),8,0,57.0,1,ホープフルスター,13,幸,46.1,11,2回小倉4日目 ３歳上 サラ３歳上５００万下,天気：晴 / 馬場：良 / 発走：16:15,2018/08/05(日),筑紫特別,12,12,14.0,牡4,(栗東)中竹,0,1:08.8,502(+4)
芝1200m (右),1,0,54.0,1.1/4,テイエムスグレモン,1,鮫島良,238.4,14,2回小倉4日目 ３歳上 サラ３歳上５００万下,天気：晴 / 馬場：良 / 発走：16:15,2018/08/05(日),筑紫特別,12,13,14.0,牡3,(栗東)山内,0,1:09.0,480(+2)
芝1200m (右),5,0,57.0,大,ハートフルタイム,8,武豊,25.1,7,2回小倉4日目 ３歳上 サラ３歳上５００万下,天気：晴 / 馬場：良 / 発走：16:15,2018/08/05(日),筑紫特別,12,14,14.0,牡4,(栗東)牧浦,0,1:27.7,504(+4)
芝1200m (右),7,120,54.0,,ダンツブライト,7,幸,5.4,3,2回小倉5日目 ２歳 ,天気：晴 / 馬場：良 / 発走：10:01,2018/08/11(土),２歳未勝利,1,1.0,10.0,牝2,(栗東)谷,540,1:10.1,452(-24)
芝1200m (右),1,110,52.0,クビ,テイエムフガエゾ,1,△富田,2.2,1,2回小倉5日目 ２歳 ,天気：晴 / 馬場：良 / 発走：10:01,2018/08/11(土),２歳未勝利,1,2.0,10.0,牡2,(栗東)木原,0,1:10.1,422(-2)
芝1200m (右),3,110,54.0,1.1/4,テイエムウンマカ,3,和田,2.7,2,2回小倉5日目 ２歳 ,天気：晴 / 馬場：良 / 発走：10:01,2018/08/11(土),２歳未勝利,1,3.0,10.0,牝2,(栗東)五十嵐,0,1:10.3,424(+6)
芝1200m (右),6,0,54.0,1/2,カシノウィング,6,酒井,23.0,6,2回小倉5日目 ２歳 ,天気：晴 / 馬場：良 / 発走：10:01,2018/08/11(土),２歳未勝利,1,4.0,10.0,牡2,(美浦)天間,0,1:10.4,474(+2)
芝1200m (右),8,0,53.0,2.1/2,コウザンハリマオ,9,☆義,20.8,5,2回小倉5日目 ２歳 ,天気：晴 / 馬場：良 / 発走：10:01,2018/08/11(土),２歳未勝利,1,5.0,10.0,牡2,(栗東)作田,0,1:10.8,480(+2)
芝1200m (右),2,0,54.0,2.1/2,カシノメルシー,2,太宰,188.1,10,2回小倉5日目 ２歳 ,天気：晴 / 馬場：良 / 発走：10:01,2018/08/11(土),２歳未勝利,1,6.0,10.0,牝2,(美浦)蛯名,0,1:11.2,478(-4)
芝1200m (右),7,0,54.0,5,スカートフワリ,8,鮫島良,34.7,7,2回小倉5日目 ２歳 ,天気：晴 / 馬場：良 / 発走：10:01,2018/08/11(土),２歳未勝利,1,7.0,10.0,牝2,(栗東)岡田,0,1:12.0,408(-2)
芝1200m (右),5,0,54.0,クビ,カラクニチャーリー,5,柴田未,104.8,9,2回小倉5日目 ２歳 ,天気：晴 / 馬場：良 / 発走：10:01,2018/08/11(土),２歳未勝利,1,8.0,10.0,牡2,(栗東)作田,0,1:12.1,420(+4)
芝1200m (右),8,0,51.0,大,カシノエルサ,10,▲西村淳,58.5,8,2回小倉5日目 ２歳 ,天気：晴 / 馬場：良 / 発走：10:01,2018/08/11(土),２歳未勝利,1,9.0,10.0,牝2,(栗東)藤沢則,0,1:22.3,464(0)
芝1200m (右),4,0,54.0,中止,テイエムヨカンゲナ,4,松山,19.1,4,2回小倉5日目 ２歳 ,天気：晴 / 馬場：良 / 発走：10:01,2018/08/11(土),２歳未勝利,1,,10.0,牡2,(栗東)鈴木孝,0,,446(+10)
芝1800m (右),8,110,54.0,,オーシャンスケイプ,8,北村友,3.0,2,2回小倉5日目 ２歳 ,天気：晴 / 馬場：良 / 発走：10:30,2018/08/11(土),２歳未勝利,2,1,9.0,牝2,(栗東)西村,300,1:48.2,402(-6)
芝1800m (右),7,110,54.0,2.1/2,トップウイナー,7,和田,2.7,1,2回小倉5日目 ２歳 ,天気：晴 / 馬場：良 / 発走：10:30,2018/08/11(土),２歳未勝利,2,2,9.0,牡2,(栗東)鈴木孝,0,1:48.6,444(+2)
芝1800m (右),4,130,54.0,2,エレヴァルアスール,4,秋山,5.7,3,2回小倉5日目 ２歳 ,天気：晴 / 馬場：良 / 発走：10:30,2018/08/11(土),２歳未勝利,2,3,9.0,牡2,(栗東)鈴木孝,0,1:48.9,482(0)
芝1800m (右),1,0,54.0,3/4,エイシンボールディ,1,松山,68.0,8,2回小倉5日目 ２歳 ,天気：晴 / 馬場：良 / 発走：10:30,2018/08/11(土),２歳未勝利,2,4,9.0,牡2,(栗東)渡辺,0,1:49.0,426(-2)
芝1800m (右),8,0,52.0,クビ,プティットフィーユ,9,△川又,10.0,5,2回小倉5日目 ２歳 ,天気：晴 / 馬場：良 / 発走：10:30,2018/08/11(土),２歳未勝利,2,5,9.0,牝2,(栗東)吉村,0,1:49.1,468(+2)
芝1800m (右),5,0,54.0,5,タイセイセイヴァー,5,アヴドゥラ,6.4,4,2回小倉5日目 ２歳 ,天気：晴 / 馬場：良 / 発走：10:30,2018/08/11(土),２歳未勝利,2,6,9.0,牡2,(栗東)矢作,0,1:49.9,502(-4)
芝1800m (右),6,0,54.0,3.1/2,ハイオソラール,6,幸,43.8,7,2回小倉5日目 ２歳 ,天気：晴 / 馬場：良 / 発走：10:30,2018/08/11(土),２歳未勝利,2,7,9.0,牡2,(栗東)木原,0,1:50.5,498(-8)
芝1800m (右),2,0,54.0,1.1/4,ヒルノベルゲン,2,鮫島駿,79.3,9,2回小倉5日目 ２歳 ,天気：晴 / 馬場：良 / 発走：10:30,2018/08/11(土),２歳未勝利,2,8,9.0,牡2,(栗東)北出,0,1:50.7,470(-2)
芝1800m (右),3,0,54.0,クビ,ユンゲンハフト,3,松若,34.2,6,2回小倉5日目 ２歳 ,天気：晴 / 馬場：良 / 発走：10:30,2018/08/11(土),２歳未勝利,2,9,9.0,牝2,(栗東)西村,0,1:50.7,460(-8)
ダ1000m (右),8,190,54.0,,ナンクルナイサー,14,川須,5.4,2,2回小倉5日目 ３歳 ,天気：晴 / 馬場：良 / 発走：11:00,2018/08/11(土),３歳未勝利,3,1,14.0,牝3,(栗東)宮,540,0:59.0,450(-4)
ダ1000m (右),1,260,54.0,1.3/4,マリエット,1,幸,13.1,6,2回小倉5日目 ３歳 ,天気：晴 / 馬場：良 / 発走：11:00,2018/08/11(土),３歳未勝利,3,2,14.0,牝3,(栗東)西浦,0,0:59.3,470(+2)
ダ1000m (右),4,130,56.0,1.3/4,○外ジャスパーエイト,5,アヴドゥラ,2.8,1,2回小倉5日目 ３歳 ,天気：晴 / 馬場：良 / 発走：11:00,2018/08/11(土),３歳未勝利,3,3,14.0,牡3,(栗東)森,0,0:59.6,486(0)
ダ1000m (右),3,0,54.0,クビ,タマモカプチーノ,4,太宰,6.0,3,2回小倉5日目 ３歳 ,天気：晴 / 馬場：良 / 発走：11:00,2018/08/11(土),３歳未勝利,3,4,14.0,牝3,(栗東)大橋,0,0:59.6,488(0)
ダ1000m (右),7,0,54.0,2.1/2,カノウムスビ,11,△川又,23.9,9,2回小倉5日目 ３歳 ,天気：晴 / 馬場：良 / 発走：11:00,2018/08/11(土),３歳未勝利,3,5,14.0,牡3,(栗東)奥村豊,0,1:00.0,482(0)
ダ1000m (右),5,0,51.0,3/4,タマモカトルズ,7,▲西村淳,22.7,8,2回小倉5日目 ３歳 ,天気：晴 / 馬場：良 / 発走：11:00,2018/08/11(土),３歳未勝利,3,6,14.0,牝3,(栗東)高橋亮,0,1:00.1,458(0)
ダ1000m (右),6,0,56.0,1.1/4,ロードクオーレ,10,鮫島駿,6.4,4,2回小倉5日目 ３歳 ,天気：晴 / 馬場：良 / 発走：11:00,2018/08/11(土),３歳未勝利,3,7,14.0,牡3,(栗東)安田隆,0,1:00.3,502(0)
ダ1000m (右),3,0,56.0,3/4,タムロムーン,3,松若,7.0,5,2回小倉5日目 ３歳 ,天気：晴 / 馬場：良 / 発走：11:00,2018/08/11(土),３歳未勝利,3,8,14.0,牡3,(栗東)西園,0,1:00.4,510(+30)
ダ1000m (右),4,0,55.0,3/4,ベルウッドホーク,6,☆義,295.4,13,2回小倉5日目 ３歳 ,天気：晴 / 馬場：良 / 発走：11:00,2018/08/11(土),３歳未勝利,3,9,14.0,牡3,(栗東)高橋康,0,1:00.6,460(+4)
ダ1000m (右),7,0,56.0,クビ,ジューンナイト,12,北村友,19.6,7,2回小倉5日目 ３歳 ,天気：晴 / 馬場：良 / 発走：11:00,2018/08/11(土),３歳未勝利,3,10,14.0,牡3,(栗東)今野,0,1:00.6,414(-2)
ダ1000m (右),2,0,54.0,4,シセイケナゲ,2,和田,76.6,11,2回小倉5日目 ３歳 ,天気：晴 / 馬場：良 / 発走：11:00,2018/08/11(土),３歳未勝利,3,11,14.0,牝3,(栗東)北出,0,1:01.3,438(+4)
ダ1000m (右),8,0,52.0,2.1/2,メイショウヴァルス,13,△富田,380.2,14,2回小倉5日目 ３歳 ,天気：晴 / 馬場：良 / 発走：11:00,2018/08/11(土),３歳未勝利,3,12,14.0,牝3,(栗東)飯田祐,0,1:01.7,408(-10)
ダ1000m (右),5,0,54.0,2.1/2,アートコンプリート,8,鮫島良,150.8,12,2回小倉5日目 ３歳 ,天気：晴 / 馬場：良 / 発走：11:00,2018/08/11(土),３歳未勝利,3,13,14.0,牝3,(栗東)角田,0,1:02.1,442(+4)
ダ1000m (右),6,0,56.0,2.1/2,ユアファイアード,9,水口,60.8,10,2回小倉5日目 ３歳 ,天気：晴 / 馬場：良 / 発走：11:00,2018/08/11(土),３歳未勝利,3,14,14.0,牡3,(栗東)崎山,0,1:02.5,492(0)
芝2000m (右),6,120,54.0,,レッドアルジーヌ,8,松山,2.0,1,2回小倉5日目 ３歳 ,天気：晴 / 馬場：良 / 発走：11:30,2018/08/11(土),３歳未勝利,4,1,12.0,牝3,(栗東)笹田,200,1:59.7,446(0)
芝2000m (右),6,150,54.0,1.1/4,アドマイヤカラット,7,北村友,3.5,2,2回小倉5日目 ３歳 ,天気：晴 / 馬場：良 / 発走：11:30,2018/08/11(土),３歳未勝利,4,2,12.0,牝3,(栗東)西村,0,1:59.9,406(+4)
芝2000m (右),7,660,54.0,2,ウインドピトレスク,9,酒井,52.8,9,2回小倉5日目 ３歳 ,天気：晴 / 馬場：良 / 発走：11:30,2018/08/11(土),３歳未勝利,4,3,12.0,牝3,(栗東)飯田雄,0,2:00.2,432(-4)
芝2000m (右),8,0,54.0,ハナ,ディープエクセル,12,和田,21.4,6,2回小倉5日目 ３歳 ,天気：晴 / 馬場：良 / 発走：11:30,2018/08/11(土),３歳未勝利,4,4,12.0,牝3,(栗東)小崎,0,2:00.2,412(0)
芝2000m (右),2,0,54.0,1.1/4,ヒナマツリ,2,川須,41.7,8,2回小倉5日目 ３歳 ,天気：晴 / 馬場：良 / 発走：11:30,2018/08/11(土),３歳未勝利,4,5,12.0,牝3,(栗東)村山,0,2:00.4,404(0)
芝2000m (右),1,0,54.0,1.1/4,マーティンルナ,1,藤懸,38.6,7,2回小倉5日目 ３歳 ,天気：晴 / 馬場：良 / 発走：11:30,2018/08/11(土),３歳未勝利,4,6,12.0,牝3,(栗東)沖,0,2:00.6,456(+2)
芝2000m (右),3,0,52.0,クビ,ボルティモア,3,△川又,14.2,5,2回小倉5日目 ３歳 ,天気：晴 / 馬場：良 / 発走：11:30,2018/08/11(土),３歳未勝利,4,7,12.0,牝3,(栗東)宮,0,2:00.6,470(+10)
芝2000m (右),8,0,54.0,クビ,ウインドエトワール,11,幸,65.8,10,2回小倉5日目 ３歳 ,天気：晴 / 馬場：良 / 発走：11:30,2018/08/11(土),３歳未勝利,4,8,12.0,牝3,(栗東)谷,0,2:00.7,450(-8)
芝2000m (右),5,0,54.0,ハナ,ムーンライトクーラ,5,高倉,7.0,3,2回小倉5日目 ３歳 ,天気：晴 / 馬場：良 / 発走：11:30,2018/08/11(土),３歳未勝利,4,9,12.0,牝3,(栗東)松元,0,2:00.7,404(+2)
芝2000m (右),4,0,54.0,クビ,サンマルベラータ,4,アヴドゥラ,7.6,4,2回小倉5日目 ３歳 ,天気：晴 / 馬場：良 / 発走：11:30,2018/08/11(土),３歳未勝利,4,10,12.0,牝3,(栗東)牧浦,0,2:00.7,424(-2)
